id,success,testType,failedAt,deviation,objPosX,objPosY,goalPosX,goalPosY,j1,j2,j3,j4,j5,j6,x,y,z,q1,q2,q3,totalThrowTime,calibImgTime,findObjTime,pathCalcTime,grabTime,throwTime,apiLogTime
134,0,"Consistency test: Golfball",Throw,1,0.642967,0.527872,0.139058,0.172727,0,0,0,0,0,0,0,0,0,0,0,0,20151.8,-1,8928.43,0.238862,8008.35,12478.6,32.5883
135,0,"Consistency test: Golfball",Throw,1,0.509731,0.48606,0.143617,0.177273,0,0,0,0,0,0,0,0,0,0,0,0,19454.5,-1,19326.6,0.263478,7481.05,22600.5,10.1658
136,0,"Consistency test: Golfball",Throw,1,0.283149,0.503888,0.0843465,0.179545,0,0,0,0,0,0,0,0,0,0,0,0,59989.7,-1,5856.28,0.245257,6750.65,9563.02,11.4482
147,1,"Consistency test2: Golfball",,-1,0.553531,0.559802,0.145897,0.186364,2.13238,-2.03593,2.31486,-1.86491,-1.55214,-1.37832,0.244493,-0.180032,0.280342,-2.58142,1.77173,-0.0344387,18963.9,-1,14054.2,0.250993,7735.4,15929.2,31.9517
148,1,"Consistency test2: Golfball",,-1,0.560408,0.557522,0.143617,0.186364,0,0,0,0,0,0,0,0,0,0,0,0,29798.6,-1,3944.59,0.241793,7756.81,5813.98,9.42929
149,1,"Consistency test2: Golfball",,-1,0.56499,0.555235,0.145897,0.186364,0,0,0,0,0,0,0,0,0,0,0,0,17134.9,-1,5815.45,0.240351,7772.67,7655.39,10.2791
150,1,"Consistency test2: Golfball",,-1,0.56958,0.55525,0.141337,0.186364,0,0,0,0,0,0,0,0,0,0,0,0,123291,-1,13506.8,0.533848,7893.53,15359.5,11.6504
151,0,"Consistency test2: Golfball",Throw,1,0.57417,0.555265,0.143617,0.186364,2.13238,-2.03592,2.31487,-1.8649,-1.55216,-1.37835,0.244491,-0.180033,0.280332,-2.58145,1.77171,-0.0343718,26529.2,-1,23542.9,0.410952,7914.03,29287.8,12.3974
152,1,"Consistency test2: Golfball",,-1,0.581071,0.559891,0.139058,0.184091,0,0,0,0,0,0,0,0,0,0,0,0,21450.6,-1,7067.36,0.495642,7953.55,8902.81,12.6214
153,1,"Consistency test2: Golfball",,-1,0.583366,0.559898,0.143617,0.186364,0,0,0,0,0,0,0,0,0,0,0,0,34824.3,-1,11394.7,0.466039,7956.46,13239.8,10.9498
154,0,"Consistency test2: Golfball","Moving above object",-1,0.184455,0.155321,0.136778,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,15197.7,-1,2351.77,-1,13.5176
155,1,"Consistency test2: Golfball",,-1,0.58795,0.557611,0.141337,0.184091,2.13244,-2.03595,2.31485,-1.86481,-1.55216,-1.37838,0.244498,-0.180012,0.280342,-2.58153,1.77158,-0.0343205,19191.4,-1,4128.16,0.486063,7965.69,5962.16,11.2696
156,0,"Consistency test2: Golfball",Throw,1,0.548913,0.550581,0.139058,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,36417.7,-1,8307.49,0.545858,7810.63,12217.5,13.0282
157,1,"Consistency test2: Golfball",,-1,0.555796,0.550603,0.139058,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,20126.2,-1,4767.01,0.452836,7836.07,6602.71,34.1529
158,1,"Consistency test2: Golfball",,-1,0.560386,0.550618,0.134498,0.184091,2.1324,-2.03595,2.31488,-1.86491,-1.55214,-1.37835,0.244494,-0.180021,0.280334,-2.58146,1.77167,-0.0344212,40696.6,-1,53565.3,0.427523,7866.21,55391.8,11.7
159,1,"Consistency test2: Golfball",,-1,0.255725,0.506133,0.134498,0.177273,0,0,0,0,0,0,0,0,0,0,0,0,16594.9,-1,3815.97,0.555711,6807.86,5686.83,13.8975
160,1,"Consistency test2: Golfball",,-1,0.260296,0.506142,0.132219,0.177273,0,0,0,0,0,0,0,0,0,0,0,0,34571.8,-1,51768,0.514592,6831.66,53607.9,35.929
161,1,"Consistency test2: Golfball",,-1,0.413675,0.550186,0.134498,0.172727,0,0,0,0,0,0,0,0,0,0,0,0,21938.9,-1,40519.3,0.481936,7225.86,42387.1,35.766
162,1,"Consistency test2: Golfball",,-1,0.404395,0.504166,0.132219,0.172727,0,0,0,0,0,0,0,0,0,0,0,0,38380,-1,4881.09,0.485692,7152.89,6729.83,35.8248
163,1,"Consistency test3: Golfball",,-1,0.40898,0.506477,0.1231,0.606818,2.13238,-2.03591,2.31486,-1.86486,-1.55213,-1.37837,0.244494,-0.180032,0.280331,-2.58143,1.77165,-0.034342,24153.3,-1,7758.09,0.248509,7127.48,9648.93,32.8987
164,1,"Consistency test3: Golfball",,-1,0.41356,0.506489,0.1231,0.609091,2.13244,-2.03592,2.31487,-1.86488,-1.5521,-1.37831,0.244505,-0.180014,0.280331,-2.58142,1.77164,-0.0343896,23296.7,-1,4607.39,0.261326,7089.17,6491.65,33.0414
165,1,"Consistency test3: Golfball",,-1,0.418139,0.506501,0.12766,0.620455,0,0,0,0,0,0,0,0,0,0,0,0,27415.5,-1,5691.36,0.236935,7119.93,7588.47,32.8105
166,0,"Consistency test3: Golfball",Throw,1,0.420429,0.506507,0.12766,0.618182,2.13237,-2.03597,2.31493,-1.86488,-1.5521,-1.37834,0.244481,-0.180015,0.280316,-2.58138,1.7717,-0.0343736,16384.9,-1,4713.35,0.256554,7118.15,8379.34,11.5234
167,1,"Consistency test3: Golfball",,-1,0.422719,0.506513,0.139058,0.631818,0,0,0,0,0,0,0,0,0,0,0,0,16533.9,-1,4582.81,0.251305,7153.78,6469.73,34.9833
168,1,"Consistency test3: Golfball",,-1,0.427305,0.508824,0.134498,0.629545,0,0,0,0,0,0,0,0,0,0,0,0,16708.6,-1,4577.91,0.324974,7162.68,6469.58,33.9948
169,1,"Consistency test3: Golfball",,-1,0.537435,0.548244,0.134498,0.629545,0,0,0,0,0,0,0,0,0,0,0,0,25635.3,-1,3999.65,0.236462,7657.86,5890.18,9.41516
170,1,"Consistency test3: Golfball",,-1,0.542023,0.548259,0.132219,0.625,0,0,0,0,0,0,0,0,0,0,0,0,17793.1,-1,3730.19,0.352116,7641.04,5621.59,9.59002
171,1,"Consistency test3: Golfball",,-1,0.546604,0.545972,0.134498,0.629545,0,0,0,0,0,0,0,0,0,0,0,0,21917.2,-1,4642.48,0.251613,7718.89,6528.57,33.0382
172,1,"Consistency test3: Golfball",,-1,0.411252,0.499586,0.129939,0.629545,0,0,0,0,0,0,0,0,0,0,0,0,17523.3,-1,4783.67,0.241635,7097.51,6682.06,22.4389
173,1,"Consistency test3: Golfball",,-1,0.415837,0.501897,0.134498,0.627273,0,0,0,0,0,0,0,0,0,0,0,0,18027.2,-1,4799.36,0.352195,7090.89,6691.23,9.38216
174,0,"Consistency test4: Golfball",Throw,2,0.25336,0.462471,0.0478723,0.402273,2.13243,-2.03598,2.31493,-1.86492,-1.5521,-1.37838,0.244492,-0.180001,0.280323,-2.58149,1.77157,-0.0344429,23495.4,-1,11436.6,0.447828,6997.57,20077.4,35.4932
175,1,"Consistency test4: Golfball",,-1,0.26021,0.460186,0.0296353,0.402273,0,0,0,0,0,0,0,0,0,0,0,0,17165.5,-1,13663.4,0.473808,7026.71,15584.9,35.9159
176,1,"Consistency test4: Golfball",,-1,0.493763,0.513607,0.0797872,0.4,0,0,0,0,0,0,0,0,0,0,0,0,33978,-1,7065.01,0.456423,7537.24,8953.62,34.2999
177,0,"Consistency test4: Golfball",Throw,1,0.500634,0.511327,0.0797872,0.404545,0,0,0,0,0,0,0,0,0,0,0,0,18492.6,-1,8013.17,0.536114,7560.68,15727.7,11.3892
178,1,"Consistency test4: Golfball",,-1,0.505219,0.51134,0.0729483,0.402273,0,0,0,0,0,0,0,0,0,0,0,0,17464.3,-1,5128.04,0.555583,7557.25,7009.31,11.998
179,1,"Consistency test4: Golfball",,-1,0.509804,0.511354,0.0683891,0.402273,0,0,0,0,0,0,0,0,0,0,0,0,18816.5,-1,4737.02,0.487474,7583.48,6612.78,12.898
180,0,"Consistency test4: Golfball",Throw,2,0.51439,0.511367,0.0592705,0.397727,0,0,0,0,0,0,0,0,0,0,0,0,23355.4,-1,8442.65,0.407932,7587.07,12722.3,12.1715
181,0,"Consistency test4: Golfball",Throw,1,0.518976,0.511381,0.0797872,0.365909,0,0,0,0,0,0,0,0,0,0,0,0,17897.3,-1,5871.17,0.571276,7653.61,9201.57,36.3728
182,0,"Consistency test4: Golfball",Throw,1,0.521276,0.513687,0.075228,0.372727,0,0,0,0,0,0,0,0,0,0,0,0,17967.3,-1,16999.3,0.500628,7634.02,20534.8,36.1236
183,0,"Consistency test4: Golfball",Throw,1,0.445477,0.451414,0.0980243,0.395455,0,0,0,0,0,0,0,0,0,0,0,0,17200.4,-1,5892.95,0.537574,7308.02,9192.01,12.1289
